Country,Education,Experience,Salary
United States of America,Master,32.0,130000.0
France,Master,1.0,19800.0
Australia,No College,35.0,72823.0
Germany,Bachelor,5.0,59676.0
Norway,No College,13.0,97196.0
Brazil,Bachelor,10.0,19236.0
United States of America,Bachelor,11.0,111000.0
United States of America,Master,8.0,123600.0
Germany,Master,4.0,58368.0
United States of America,Bachelor,2.0,70000.0
United States of America,Bachelor,4.0,135000.0
United States of America,No College,16.0,116000.0
Netherlands,Master,4.0,91883.0
Poland,Master,11.0,44040.0
United States of America,Bachelor,20.0,200000.0
United States of America,Bachelor,5.0,105000.0
Brazil,Bachelor,21.0,69637.0
India,Bachelor,1.0,15084.0
United States of America,Bachelor,0.5,50000.0
United States of America,Master,25.0,175000.0
France,Master,3.0,19452.0
Poland,Master,2.0,24300.0
India,Bachelor,2.0,11169.0
India,Master,6.0,150792.0
United States of America,Bachelor,11.0,130000.0
France,Master,6.0,36321.0
United Kingdom of Great Britain and Northern Ireland,Master,20.0,64630.0
Netherlands,Bachelor,3.0,56211.0
Germany,No College,10.0,51887.0
Poland,Bachelor,5.0,29616.0
United States of America,Bachelor,4.0,120000.0
Switzerland,Master,10.0,71662.0
Poland,No College,2.0,12144.0
Canada,Bachelor,6.0,58236.0
Netherlands,Master,16.0,97288.0
Brazil,Bachelor,8.0,22188.0
Germany,Master,9.0,62697.0
India,Bachelor,6.0,11724.0
Spain,No College,8.0,42591.0
Germany,Master,32.0,102693.0
Canada,Bachelor,13.0,68068.0
Spain,Master,12.0,48644.0
India,Bachelor,8.0,23460.0
Poland,Bachelor,5.0,65800.0
Italy,No College,24.0,34591.0
United Kingdom of Great Britain and Northern Ireland,Master,14.0,77556.0
Germany,Master,9.0,72642.0
United States of America,Bachelor,30.0,175000.0
Australia,Master,3.0,46767.0
Australia,Bachelor,14.0,106895.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,59198.0
Brazil,Bachelor,20.0,39852.0
United States of America,Bachelor,6.0,78000.0
India,Bachelor,7.0,21431.0
Poland,Master,14.0,57708.0
United States of America,Bachelor,2.0,100000.0
Italy,No College,2.0,29186.0
United States of America,Bachelor,13.0,170000.0
India,Master,3.0,20244.0
Sweden,No College,6.0,55224.0
Norway,Master,3.0,79843.0
United States of America,Bachelor,3.0,85000.0
United States of America,Bachelor,0.5,110000.0
United Kingdom of Great Britain and Northern Ireland,No College,1.0,25293.0
Russian Federation,Bachelor,8.0,56616.0
Germany,Bachelor,15.0,86478.0
United States of America,Bachelor,10.0,67500.0
France,Master,4.0,40537.0
Sweden,Post Grad,7.0,51888.0
United States of America,Bachelor,0.5,50000.0
Poland,Bachelor,5.0,31641.0
Switzerland,Bachelor,24.0,118320.0
United States of America,Bachelor,50.0,50000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,1.0,25852.0
Netherlands,Bachelor,11.0,86478.0
Italy,Bachelor,23.0,34591.0
France,Master,15.0,71345.0
United States of America,Master,13.0,170000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,33607.0
Israel,No College,3.0,56040.0
Russian Federation,Master,4.0,43404.0
France,Master,20.0,40212.0
Canada,Bachelor,6.0,39328.0
Germany,Bachelor,3.0,70264.0
United Kingdom of Great Britain and Northern Ireland,No College,3.0,23913.0
France,Bachelor,9.0,54049.0
Netherlands,Bachelor,1.0,24900.0
Germany,No College,6.0,54049.0
Germany,Master,10.0,70044.0
Canada,Bachelor,19.0,58992.0
United States of America,No College,4.0,120000.0
Israel,No College,8.0,113268.0
Brazil,No College,2.0,12372.0
Germany,Post Grad,11.0,51888.0
Brazil,Bachelor,7.0,68724.0
United States of America,Master,12.0,186000.0
France,Master,1.0,25944.0
Netherlands,Master,22.0,63444.0
Italy,No College,10.0,18156.0
Switzerland,Post Grad,25.0,216196.0
France,Master,8.0,54049.0
United Kingdom of Great Britain and Northern Ireland,No College,8.0,38778.0
India,Bachelor,5.0,13404.0
Netherlands,Bachelor,20.0,45396.0
United Kingdom of Great Britain and Northern Ireland,Master,2.0,58167.0
Italy,No College,5.0,32424.0
United States of America,No College,20.0,150000.0
Australia,No College,7.0,63469.0
India,Bachelor,12.0,62828.0
Germany,Master,10.0,70264.0
United States of America,Bachelor,7.0,85000.0
United States of America,Bachelor,4.0,89000.0
Sweden,No College,25.0,61368.0
Sweden,Master,3.0,67500.0
United States of America,Bachelor,3.0,75000.0
United States of America,Bachelor,10.0,140000.0
Spain,Bachelor,3.0,31348.0
United States of America,Master,25.0,120000.0
United States of America,Bachelor,4.0,64000.0
Germany,No College,10.0,71340.0
United States of America,Bachelor,25.0,110000.0
India,Master,12.0,20733.0
United States of America,Bachelor,2.0,100000.0
Italy,No College,8.0,41077.0
Germany,Master,2.0,51888.0
Netherlands,Bachelor,5.0,64859.0
United States of America,Bachelor,12.0,63500.0
United States of America,No College,10.0,117000.0
Germany,Master,3.0,75669.0
Poland,No College,15.0,18228.0
Poland,Bachelor,4.0,49668.0
Germany,No College,10.0,45396.0
Canada,Master,5.0,52942.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,64630.0
India,Bachelor,2.0,11365.0
United Kingdom of Great Britain and Northern Ireland,Master,9.0,84019.0
Russian Federation,Bachelor,0.5,20076.0
India,Master,2.0,11724.0
Germany,Master,7.0,77832.0
Norway,Bachelor,2.0,53948.0
India,Bachelor,9.0,40489.0
United States of America,Bachelor,12.0,240000.0
Turkey,Bachelor,7.0,19728.0
United States of America,Bachelor,17.0,120500.0
Germany,Bachelor,3.0,30312.0
United States of America,Post Grad,5.0,70000.0
United States of America,No College,11.0,65000.0
United States of America,Bachelor,3.0,70000.0
Canada,Bachelor,1.0,31765.0
Brazil,No College,20.0,74220.0
United States of America,Master,19.0,150000.0
Israel,No College,4.0,91056.0
United States of America,Bachelor,2.0,23000.0
Israel,Bachelor,15.0,159348.0
Russian Federation,Post Grad,15.0,47184.0
United States of America,Bachelor,15.0,72000.0
United States of America,Bachelor,2.0,55000.0
United States of America,Post Grad,4.0,135000.0
Sweden,No College,8.0,55224.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,10.0,155111.0
France,Bachelor,5.0,48644.0
Poland,No College,1.0,12144.0
Italy,Bachelor,6.0,20539.0
United States of America,Bachelor,2.0,75000.0
United States of America,Post Grad,22.0,250000.0
Canada,No College,2.0,34034.0
Israel,No College,2.0,87552.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,46533.0
Germany,Master,12.0,97288.0
Germany,Master,2.0,60535.0
United States of America,No College,10.0,150000.0
Italy,Bachelor,3.0,32429.0
France,Bachelor,8.0,23844.0
United Kingdom of Great Britain and Northern Ireland,Master,9.0,64630.0
United States of America,Bachelor,14.0,107000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,24.0,62045.0
United States of America,No College,9.0,135000.0
Germany,No College,14.0,65508.0
United States of America,Bachelor,4.0,70000.0
Italy,Master,3.0,18156.0
Canada,Bachelor,6.0,69581.0
France,Master,5.0,43239.0
United States of America,Master,0.5,90000.0
India,Bachelor,12.0,51658.0
Brazil,Bachelor,11.0,24732.0
United States of America,Bachelor,18.0,190000.0
United States of America,Bachelor,6.0,94300.0
United States of America,Bachelor,18.0,131000.0
United States of America,Master,14.0,140000.0
United States of America,Bachelor,1.0,70000.0
United States of America,Master,16.0,185000.0
India,Bachelor,11.0,23627.0
India,Master,12.0,69809.0
India,Master,15.0,16752.0
India,No College,7.0,16752.0
United States of America,Master,5.0,147000.0
Norway,Master,11.0,58056.0
Italy,Bachelor,3.0,20760.0
United States of America,Bachelor,7.0,205000.0
Sweden,Bachelor,0.5,34368.0
United States of America,Bachelor,4.0,110000.0
France,No College,5.0,43239.0
Poland,Master,0.5,10632.0
United States of America,Bachelor,13.0,110000.0
United States of America,Bachelor,13.0,170000.0
Netherlands,Master,5.0,55130.0
France,Master,0.5,12648.0
United States of America,Bachelor,6.0,140000.0
Canada,Bachelor,19.0,102102.0
United States of America,Bachelor,5.0,100000.0
France,Master,4.0,23352.0
India,Bachelor,2.0,19546.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,10.0,69109.0
United States of America,Bachelor,20.0,100000.0
Switzerland,No College,1.0,53676.0
India,Master,4.0,10056.0
Poland,Bachelor,8.0,49612.0
France,Master,15.0,48104.0
Poland,No College,6.0,75936.0
Australia,No College,10.0,32737.0
United States of America,Master,14.0,200000.0
Canada,Bachelor,2.0,52942.0
United Kingdom of Great Britain and Northern Ireland,No College,3.0,38778.0
Canada,Bachelor,11.0,68068.0
India,Bachelor,7.0,26527.0
United States of America,No College,21.0,145000.0
Brazil,Master,14.0,27492.0
Germany,Master,6.0,50592.0
Italy,No College,6.0,44320.0
Spain,Master,8.0,38915.0
United States of America,Bachelor,6.0,95000.0
United States of America,Bachelor,5.0,135000.0
United States of America,No College,12.0,100000.0
France,Bachelor,16.0,37620.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,18.0,73678.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,40200.0
Brazil,Bachelor,8.0,25560.0
Russian Federation,Post Grad,6.0,22644.0
Germany,Bachelor,4.0,64859.0
United States of America,Master,14.0,110000.0
Spain,Master,0.5,37834.0
Netherlands,No College,20.0,54049.0
United States of America,Bachelor,7.0,102000.0
Germany,Master,5.0,59454.0
Brazil,No College,3.0,12096.0
United States of America,Bachelor,5.0,230000.0
United States of America,Master,5.0,175000.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,1.0,46536.0
France,Master,17.0,28926.0
United States of America,Master,10.0,160000.0
Brazil,Bachelor,9.0,30240.0
United States of America,Bachelor,5.0,70000.0
India,Bachelor,7.0,18709.0
Brazil,No College,13.0,31608.0
Germany,Master,25.0,64859.0
India,Bachelor,7.0,14748.0
Australia,Bachelor,15.0,66810.0
United States of America,No College,4.0,90000.0
Russian Federation,No College,16.0,37752.0
India,Bachelor,2.0,41885.0
United States of America,Bachelor,17.0,115000.0
Germany,No College,23.0,91883.0
Germany,No College,3.0,12972.0
United States of America,No College,22.0,128000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,11.0,87896.0
Germany,No College,3.0,38915.0
United States of America,Bachelor,4.0,82000.0
United States of America,Bachelor,7.0,210000.0
United States of America,Master,30.0,72000.0
Australia,Bachelor,9.0,60129.0
France,Master,2.0,43239.0
Spain,Post Grad,14.0,32424.0
United States of America,Bachelor,6.0,100000.0
United States of America,Bachelor,4.0,225000.0
United States of America,Bachelor,1.0,143000.0
Turkey,Master,3.0,35508.0
France,Post Grad,12.0,54480.0
India,Bachelor,2.0,16140.0
India,Bachelor,3.0,12864.0
United States of America,Bachelor,6.0,77000.0
India,Bachelor,7.0,27923.0
Sweden,Master,24.0,85908.0
United States of America,Bachelor,10.0,32000.0
Brazil,Bachelor,4.0,19236.0
United States of America,Bachelor,16.0,135000.0
France,Master,3.0,40212.0
United States of America,Post Grad,8.0,180000.0
Israel,Bachelor,8.0,122580.0
Italy,Post Grad,6.0,64859.0
United States of America,No College,15.0,145000.0
Spain,Master,3.0,26484.0
India,Bachelor,6.0,46074.0
India,Bachelor,8.0,30716.0
United States of America,Master,2.0,100000.0
Sweden,Bachelor,10.0,66276.0
Spain,Post Grad,5.0,23782.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,12.0,77620.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,49119.0
United Kingdom of Great Britain and Northern Ireland,No College,5.0,26886.0
Netherlands,Bachelor,1.0,36972.0
United States of America,Bachelor,6.0,117000.0
Germany,No College,4.0,70264.0
India,Bachelor,4.0,25128.0
Canada,Bachelor,5.0,68068.0
Germany,Bachelor,10.0,74592.0
Brazil,Bachelor,6.0,17868.0
India,Master,7.0,22339.0
Italy,No College,4.0,33510.0
France,Master,4.0,32429.0
United States of America,Bachelor,0.5,36000.0
Brazil,Bachelor,3.0,10992.0
Sweden,Master,4.0,58908.0
United States of America,No College,5.0,95000.0
United States of America,Master,17.0,205000.0
United States of America,Bachelor,6.0,84000.0
United States of America,Bachelor,3.0,100000.0
United States of America,Bachelor,20.0,200000.0
Italy,No College,14.0,41077.0
United States of America,No College,6.0,160000.0
United Kingdom of Great Britain and Northern Ireland,No College,0.5,34900.0
Brazil,Master,14.0,57267.0
United States of America,Bachelor,10.0,100000.0
Switzerland,Post Grad,10.0,60984.0
France,Bachelor,4.0,19452.0
United States of America,Bachelor,9.0,140000.0
United States of America,Master,5.0,96000.0
Sweden,No College,4.0,42960.0
Canada,Master,4.0,98321.0
United States of America,Master,5.0,140000.0
United States of America,No College,5.0,50000.0
United States of America,Bachelor,20.0,150000.0
Spain,Master,5.0,19452.0
Sweden,No College,1.0,16200.0
Canada,Bachelor,5.0,45379.0
United States of America,Bachelor,5.0,77000.0
Italy,No College,4.0,21620.0
India,Master,0.5,10056.0
Russian Federation,Bachelor,4.0,33972.0
United States of America,Bachelor,21.0,125000.0
India,Master,4.0,27923.0
Germany,No College,11.0,59454.0
Germany,No College,13.0,81074.0
United States of America,No College,1.0,54000.0
United States of America,Bachelor,6.0,175000.0
Canada,No College,1.0,11832.0
United States of America,Bachelor,2.0,128000.0
Canada,No College,15.0,58992.0
United States of America,Bachelor,2.0,75000.0
India,Bachelor,6.0,23735.0
United Kingdom of Great Britain and Northern Ireland,Master,3.0,42656.0
India,Bachelor,10.0,32112.0
Italy,Bachelor,3.0,28105.0
United States of America,Bachelor,1.0,82160.0
Germany,Bachelor,4.0,52968.0
Germany,Post Grad,10.0,89721.0
United States of America,Master,2.0,100000.0
Italy,Master,3.0,35672.0
Russian Federation,Post Grad,4.0,15096.0
Canada,No College,12.0,74119.0
Brazil,Bachelor,2.0,10992.0
France,Master,0.5,20208.0
United States of America,Master,20.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Master,4.0,51704.0
Brazil,Post Grad,21.0,43980.0
Germany,No College,4.0,23352.0
France,Master,7.0,59454.0
United States of America,No College,21.0,160000.0
Netherlands,Master,25.0,70264.0
India,Bachelor,8.0,18150.0
India,Bachelor,8.0,15358.0
India,Bachelor,6.0,15358.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,67215.0
United States of America,Master,1.0,96000.0
Spain,Bachelor,4.0,43239.0
Germany,No College,8.0,51887.0
Netherlands,No College,7.0,38916.0
Russian Federation,Master,8.0,24540.0
United States of America,Bachelor,8.0,116000.0
Canada,No College,0.5,30253.0
India,Bachelor,9.0,15912.0
Russian Federation,Bachelor,5.0,42468.0
France,Master,4.0,40104.0
United States of America,Master,7.0,90000.0
Sweden,Master,24.0,57684.0
France,Master,8.0,86478.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,84019.0
Spain,Master,3.0,34591.0
United States of America,Master,1.0,75000.0
United States of America,Bachelor,27.0,170000.0
Canada,Post Grad,0.5,26471.0
United States of America,Bachelor,0.5,70000.0
Italy,Bachelor,3.0,23352.0
United States of America,Master,3.0,25200.0
United States of America,Post Grad,2.0,130000.0
Spain,Post Grad,0.5,18156.0
United States of America,Post Grad,18.0,120000.0
United States of America,Bachelor,5.0,142000.0
Netherlands,No College,14.0,78912.0
India,Bachelor,6.0,26527.0
United States of America,No College,8.0,96000.0
Canada,Master,5.0,84707.0
India,Bachelor,4.0,11169.0
United States of America,Bachelor,11.0,95000.0
Brazil,No College,2.0,13740.0
Germany,Master,14.0,90108.0
United Kingdom of Great Britain and Northern Ireland,Master,7.0,66927.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,45240.0
United States of America,Bachelor,29.0,150000.0
United States of America,Bachelor,15.0,136000.0
United States of America,Bachelor,10.0,200000.0
United States of America,Bachelor,0.5,60000.0
Spain,Master,7.0,36324.0
United Kingdom of Great Britain and Northern Ireland,Master,20.0,74970.0
Israel,Bachelor,3.0,61284.0
Russian Federation,Bachelor,2.0,18876.0
United States of America,Bachelor,8.0,130000.0
India,Bachelor,15.0,33504.0
United States of America,Post Grad,15.0,100000.0
Germany,Master,5.0,58368.0
Germany,No College,8.0,70264.0
Brazil,Master,2.0,16035.0
Netherlands,No College,21.0,59454.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,0.5,25852.0
United States of America,Post Grad,11.0,218000.0
India,Master,8.0,13962.0
India,No College,5.0,16752.0
Russian Federation,No College,7.0,28308.0
Germany,Bachelor,3.0,56211.0
United States of America,No College,2.0,55000.0
Canada,Bachelor,8.0,143699.0
Switzerland,Post Grad,22.0,81074.0
Brazil,Bachelor,15.0,56122.0
United States of America,No College,25.0,110000.0
United States of America,No College,8.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,24.0,96945.0
Germany,No College,21.0,162144.0
India,Bachelor,3.0,12564.0
Switzerland,No College,6.0,111814.0
United Kingdom of Great Britain and Northern Ireland,No College,13.0,51704.0
Sweden,Master,2.0,44184.0
India,Bachelor,3.0,20244.0
Canada,Bachelor,1.0,64287.0
Poland,Master,10.0,42528.0
United States of America,Bachelor,9.0,95000.0
United States of America,Bachelor,20.0,95000.0
United States of America,Bachelor,15.0,250000.0
United States of America,Bachelor,13.0,100000.0
Switzerland,Bachelor,4.0,96566.0
Spain,No College,3.0,16215.0
Italy,Master,5.0,41348.0
Poland,Master,1.0,15192.0
United States of America,No College,33.0,130000.0
France,Bachelor,12.0,96207.0
United States of America,Master,18.0,154000.0
France,Master,7.0,42156.0
France,Master,2.0,37834.0
Switzerland,No College,2.0,23172.0
Spain,Post Grad,20.0,86478.0
United Kingdom of Great Britain and Northern Ireland,No College,8.0,61398.0
United States of America,Bachelor,15.0,165000.0
United States of America,Bachelor,21.0,240000.0
United States of America,Bachelor,0.5,65000.0
Spain,Bachelor,6.0,23352.0
United States of America,Bachelor,19.0,102000.0
India,Bachelor,4.0,10471.0
Germany,Bachelor,3.0,47563.0
United States of America,Bachelor,25.0,140000.0
United States of America,Master,4.0,115000.0
France,Bachelor,4.0,59454.0
United States of America,Bachelor,30.0,225000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,10.0,58167.0
France,Master,16.0,51887.0
United States of America,Master,3.0,110000.0
United States of America,Master,10.0,137000.0
France,Post Grad,14.0,129718.0
Canada,Master,5.0,83194.0
Switzerland,Bachelor,23.0,97583.0
United States of America,Bachelor,15.0,104000.0
France,Master,3.0,38915.0
India,Bachelor,7.0,11724.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,25.0,103408.0
